COMPETITOR,COUNTRY,CITY,ZONE,ZONE_TYPE,ZONE_PRIORITIZATION,METRIC,L8W_ROLL,L7W_ROLL,L6W_ROLL,L5W_ROLL,L4W_ROLL,L3W_ROLL,L2W_ROLL,L1W_ROLL,L0W_ROLL
Uber Eats,MX,Mexico City,Lomas de Chapultepec,Wealthy,Prioritized,Delivery Fee (MXN),11.60137041449759,12.6945699234352,11.5695547500788,11.22750052945896,13.75291285220731,12.90582229491426,10.04855011223212,11.39382170057743,13.04551813414592
Uber Eats,MX,Mexico City,Lomas de Chapultepec,Wealthy,Prioritized,Service Fee (%),0.1313042435594976,0.1677198492848111,0.1678043631290536,0.1549925174868297,0.1372923655140514,0.1567535441076425,0.1416942187135258,0.174739847612123,0.1522963053137252
Uber Eats,MX,Mexico City,Lomas de Chapultepec,Wealthy,Prioritized,Avg Delivery Time (mins),28.24598293399242,29.73406182724155,26.15169343723645,27.42594570609651,28.13651865627063,28.76338343390253,29.32700892785942,26.06353678989093,25.68984536443273
Uber Eats,MX,Mexico City,Lomas de Chapultepec,Wealthy,Prioritized,Customer Satisfaction Score,4.202811709983752,4.097891329918736,4.214336195053891,4.152566535679137,4.050806720362592,4.064898952568666,3.966547636895154,4.064949259759696,4.037934709466922
Uber Eats,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Retail SST > SS CVR,0.4917085491399644,0.4666947929141207,0.452785962030939,0.4325952881475059,0.3558711392173146,0.3859447921650317,0.4109915760093603,0.4510354605623607,0.4316342710668626
Uber Eats,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Restaurants SST > SS CVR,0.9456576133775734,0.9013662029870917,0.8578319088668768,0.8977079067725973,0.9213823126219226,0.9690395784494023,0.9444459393639105,1.004141520935228,0.8581150199152476
Uber Eats,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Delivery Fee (MXN),14.90083980744769,15.98808086955831,13.55892228400484,15.79577815399137,14.8540477848231,13.65671378755927,16.04437214709518,13.20164041808119,13.09906522601298
Uber Eats,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Service Fee (%),0.1686290311468009,0.1434112085437277,0.171217885400825,0.134974837830282,0.1980086772877819,0.1849683043851206,0.1519959889286008,0.1271168113888773,0.1884569494540031
Uber Eats,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Avg Delivery Time (mins),39.94955827206688,39.95573402623339,34.4937587536606,37.59570031896273,39.18103062811436,39.28731803969672,39.91706657429145,40.00298453695535,42.43075460215986
Uber Eats,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Customer Satisfaction Score,4.787058432015737,4.710806036758018,4.818097577140692,4.649050540967682,4.741574635403812,4.767842147077132,4.807256467311817,4.826974071714831,4.643348374722155
Uber Eats,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Retail SST > SS CVR,0.6676694662831623,0.6938708984574016,0.7211808045331035,0.8114340662854599,0.7148071936396427,0.7866272629655965,0.7175627653743134,0.7667263795503707,0.7603931125565518
Uber Eats,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Restaurants SST > SS CVR,0.6100458397316061,0.6340102305854559,0.670173010982816,0.5534952600771933,0.6360440061061206,0.6546626574486779,0.5138044587850428,0.5425785074729098,0.4997798242181935
Uber Eats,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Delivery Fee (MXN),19.05003875309841,16.67903850579457,18.36318983788223,20.18434997478912,19.83145171065506,19.18060489098891,18.83518607529005,19.64630976362131,18.56851922737389
Uber Eats,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Service Fee (%),0.1447093936046475,0.1366544155277502,0.1762208567382919,0.1519138675184507,0.1913967085051485,0.1853352224504847,0.1592056618020006,0.1677259191818138,0.1568189870907687
Uber Eats,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Avg Delivery Time (mins),42.04595341536318,37.29704818305292,37.0424012567389,36.98442550218303,36.30477005154326,36.81771721165252,35.06759045965519,37.55270255029365,38.05071620416883
Uber Eats,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Customer Satisfaction Score,4.324035613899412,4.482343312104233,4.573713853976914,4.541083057934409,4.530218902950169,4.613732532907834,4.628066633908222,4.499265748142439,4.494734038839024
Uber Eats,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Retail SST > SS CVR,0.7039431385657209,0.5696998381648313,0.5539098422612638,0.4756295485835921,0.6278061560146324,0.5358392591058639,0.5866670793740824,0.6336672092109121,0.5366226240094875
Uber Eats,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Restaurants SST > SS CVR,0.6276803060026043,0.5433838673988487,0.6338793652050885,0.5858886461475121,0.5525934979318436,0.591377539199601,0.5696287832310076,0.7080632651653556,0.6677881712591999
Uber Eats,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Delivery Fee (MXN),16.59608074380296,17.46675894296071,19.84438426678045,18.48458755597536,17.02955030441453,19.05209304625184,17.08198567349065,16.80165289498479,18.86578679921662
Uber Eats,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Service Fee (%),0.1108848446666532,0.1091064789905083,0.1483372152007026,0.1240649790844546,0.1273353227915973,0.1252299519821138,0.1197980150732949,0.1380482630257877,0.1204588281386704
Uber Eats,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Avg Delivery Time (mins),28.98844307775952,28.03811887480157,28.68258530931272,28.75509134607049,26.75993294658463,27.14277593535242,29.26456975905398,28.6229435101115,32.29457751915784
Uber Eats,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Customer Satisfaction Score,4.385944490471958,4.157720899033643,4.281043141787543,4.147657359273976,4.043495064861776,4.061229031139911,4.228791769594365,4.249955525100376,4.133551612417786
Uber Eats,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Retail SST > SS CVR,0.4873581901906338,0.557702409905291,0.6835041477945805,0.4637649961223668,0.5368877063697755,0.5239422697383647,0.5142168426753086,0.5823278313518959,0.59963173186155
Uber Eats,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Restaurants SST > SS CVR,0.736401277768989,0.5742371452975576,0.6579746075303983,0.7266729766629492,0.6876671010017725,0.7163766639724876,0.6676201109681311,0.7021488596775671,0.6900355085343182
Uber Eats,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Delivery Fee (MXN),14.77382643879334,15.00740681837192,14.29916130543469,15.48200587661958,14.5751988475086,14.5746203370926,15.43716051112272,15.92859828523954,12.68557080648507
Uber Eats,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Service Fee (%),0.1749356225747794,0.1917443325245897,0.1595585466208798,0.1269575633777537,0.1475583278629627,0.1303042156607937,0.1606897844004846,0.1680884216651019,0.2012488003268165
Uber Eats,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Avg Delivery Time (mins),24.16589657087601,26.29046385442636,26.42907554256677,24.83549479471513,22.87462201910038,25.21813642538494,24.9746426631775,25.78212725187563,22.89464047544694
Uber Eats,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Customer Satisfaction Score,4.595182864099481,4.698498338026865,4.862289437196676,4.653406776922086,4.66004221004627,4.589284061462212,4.550235714469757,4.718253733070661,4.54961176882535
Uber Eats,MX,Mexico City,Doctores,Mixed,Not Prioritized,Retail SST > SS CVR,0.4922547829908709,0.4368679413702358,0.399389880679242,0.4582231515971532,0.4811149655603694,0.3945343394556077,0.3953958202454159,0.3891339287005394,0.4649587333036578
Uber Eats,MX,Mexico City,Doctores,Mixed,Not Prioritized,Restaurants SST > SS CVR,0.7692516888186549,0.7412455616038338,0.814413607070552,0.68188435648747,0.6583410812770779,0.6316378039974349,0.7953760320171079,0.7532920992603516,0.7177945828971259
Uber Eats,MX,Mexico City,Doctores,Mixed,Not Prioritized,Delivery Fee (MXN),10.02074767919839,12.48378842079151,9.637370617722809,9.887132272343221,11.62238045592904,10.43049145645475,10.0570778743759,10.28233350270643,10.09046076996661
Uber Eats,MX,Mexico City,Doctores,Mixed,Not Prioritized,Service Fee (%),0.1178764160751515,0.1725352371710736,0.1304471911096619,0.120879408233114,0.1381557662362926,0.1417860028840595,0.1625553350077046,0.1068222120439892,0.1712625110274979
Uber Eats,MX,Mexico City,Doctores,Mixed,Not Prioritized,Avg Delivery Time (mins),23.23722571085113,19.92963157361463,22.79972575450116,16.45375802848437,20.63547363354785,22.35151280340196,23.63548386959206,19.45828434235584,18.08970274117942
Uber Eats,MX,Mexico City,Doctores,Mixed,Not Prioritized,Customer Satisfaction Score,4.335878096416972,4.33737730649756,4.334679255931388,4.092262948611998,4.356522126254373,4.338858159885286,4.431572249387496,4.54684722240069,4.474608115860931
Uber Eats,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Retail SST > SS CVR,0.3556876197668973,0.432380693726573,0.3665916997529036,0.398320445391682,0.4065821841720256,0.4144600273418352,0.3726689176574815,0.4140115564677907,0.3674200430324428
Uber Eats,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.8827411681576957,0.8203440443763451,0.8216841976583373,0.8473894812095569,0.8218559061636687,0.8133848555864986,0.8543486561049517,0.8362782838493141,0.9242267941494913
Uber Eats,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Delivery Fee (MXN),17.21430657701201,18.05204315424339,18.11515486665602,19.49638503006981,19.58252549609943,19.03786196355859,19.1428052651685,19.82044799286262,20.1259071095517
Uber Eats,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Service Fee (%),0.09434263678761447,0.1395869849727589,0.1463045190096928,0.1353068583906744,0.09829238168546506,0.1103830117842142,0.130660908334368,0.09643086093197073,0.1351333857132574
Uber Eats,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Avg Delivery Time (mins),31.61655567143412,28.1080003060511,30.45813186549708,30.49433887026268,33.28162234054685,27.97464912657438,28.67436121895192,28.11411649074026,26.6492695110501
Uber Eats,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Customer Satisfaction Score,4.890606062287851,4.661865066809676,4.819038291445269,4.643702999807304,4.573291239225224,4.55847445150919,4.774738363996144,4.586094433611951,4.889616787060016
Uber Eats,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Retail SST > SS CVR,0.588350119613457,0.6487774786780447,0.7246147249346269,0.6744756778941615,0.6592378367816616,0.743325800799226,0.7837855673476438,0.7096364546466788,0.6448808652709259
Uber Eats,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.7965579666991859,0.8183868150529192,0.834844203667733,0.7904771343841814,0.7785498821295339,0.8272573811545336,0.7685464795188979,0.8378777561853731,0.7323359381877574
Uber Eats,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Delivery Fee (MXN),20.34789694002744,21.34398207285416,22.43757810538825,22.38753929548351,19.813286768659,21.32734104980469,20.65894317015217,21.62363790813606,21.20065861403914
Uber Eats,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Service Fee (%),0.03730216848781656,0.09504977708688797,0.0701817204144362,0.08843193196704707,0.06958893803043906,0.07246624061766654,0.05656337474054106,0.06623193175528742,0.05766290456517884
Uber Eats,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Avg Delivery Time (mins),43.52885202208826,38.87377066786753,46.54354741721519,41.77181082671039,42.57155971758034,42.73899169678283,43.59605183234762,39.34255813771255,42.37024516201158
Uber Eats,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Customer Satisfaction Score,4.411597396555376,4.592401611762078,4.407156636620922,4.473975430083815,4.654554342697062,4.414777573354734,4.658719134933204,4.548249472679059,4.421227601544084
Uber Eats,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Retail SST > SS CVR,0.7453188927214016,0.8461820648517282,0.7115645930409377,0.8569146996153106,0.7337405450276194,0.7883956785340559,0.8529363733858247,0.8056882229288431,0.8405428653701682
Uber Eats,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.7603247813408552,0.7710877910828039,0.7523506873167805,0.7258833977824263,0.6463436366795591,0.7508725943119879,0.7397760677135142,0.7429706252151274,0.6655542545643431
Uber Eats,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Delivery Fee (MXN),24.43249930257359,23.77258719509071,25.11492900859164,23.90544379734751,23.52040938865245,24.87237698362556,22.58069964869204,24.48689291457385,22.94337469682936
Uber Eats,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Service Fee (%),0.1780352137376395,0.148739244269649,0.1436820559873927,0.1814162348399508,0.1564077726831077,0.1731135679422489,0.1227654696921367,0.1578176824702613,0.1702692930653449
Uber Eats,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Avg Delivery Time (mins),34.08598867548356,32.75322392132016,35.10553139625559,31.29232591481243,31.63947434007272,27.68996633690104,34.498844515368,33.28691342201294,29.29554884480622
Uber Eats,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Customer Satisfaction Score,4.414205941271699,4.548047159561528,4.561887380385063,4.455620790167686,4.498200646622694,4.489651764595907,4.513286084760701,4.586597352532436,4.613487314524765
Uber Eats,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Retail SST > SS CVR,0.5386344195959826,0.6262944854026983,0.5838771709225101,0.5508840814289678,0.7076494613501503,0.5589684779025076,0.6505184692990227,0.6732187514692267,0.5136653066969737
Uber Eats,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.4919621642064326,0.4571069896815159,0.4604901600447414,0.4563946596374283,0.5477148425581317,0.5592892284022469,0.4597267013152803,0.4466462373475427,0.5118347938220743
Uber Eats,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Delivery Fee (MXN),22.08478676355763,22.08637743696097,25.14737386492012,23.72783580145406,21.94988742130407,22.95469532732455,22.42746247478805,23.3737978760437,23.33349660267675
Uber Eats,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Service Fee (%),0.1567579301390233,0.1315467925110329,0.1191197921701448,0.1074993525006234,0.1204671362620755,0.134423197603438,0.1709768943312697,0.1247335110801905,0.1395614960936919
Uber Eats,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Avg Delivery Time (mins),38.06252062345521,43.28369179668836,47.43539443688105,45.71040838300912,47.6718878885498,42.76050599670999,41.74534574564726,45.94923538627046,45.50418375634547
Uber Eats,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Customer Satisfaction Score,4.557316899764467,4.608809685846477,4.57748887083747,4.633428936685656,4.643691026771307,4.664977366830493,4.591632456485705,4.510049659695055,4.541432836370073
DiDi Food,MX,Mexico City,Polanco,Wealthy,Prioritized,Retail SST > SS CVR,0.6330824110755526,0.6923072030076473,0.688472054868871,0.6875800285914928,0.6562737447511043,0.6677301646884914,0.7084470619233735,0.5930897741471056,0.6687915320510002
DiDi Food,MX,Mexico City,Polanco,Wealthy,Prioritized,Restaurants SST > SS CVR,0.6343995979384195,0.6621759995891338,0.738064526697353,0.61451287878443,0.6408593069152769,0.6423709747176177,0.7087744545202537,0.6251370139127324,0.643852866820597
DiDi Food,MX,Mexico City,Polanco,Wealthy,Prioritized,Delivery Fee (MXN),15.76700854749789,15.9999750659848,15.40509032324429,15.18679689430033,15.22850543863867,15.76610198697521,13.78150381662667,16.55647767867061,15.11133084991153
DiDi Food,MX,Mexico City,Polanco,Wealthy,Prioritized,Service Fee (%),0.1697097345625733,0.1559752436698058,0.174697918116528,0.1984641611999244,0.1658386753937779,0.1560496900813736,0.2047768220040494,0.1381934026069127,0.123177561482836
DiDi Food,MX,Mexico City,Polanco,Wealthy,Prioritized,Avg Delivery Time (mins),24.56974909327531,25.24709422234663,25.51618280268708,25.89356407321781,22.82765086692225,20.9785591663665,23.04329582321744,24.53901142844053,20.81795686199167
DiDi Food,MX,Mexico City,Polanco,Wealthy,Prioritized,Customer Satisfaction Score,4.38538585722376,4.214813560243386,4.243706106811205,4.195248556093303,4.254577701530366,4.094218219459892,4.363748622286262,4.211157044039679,4.331101745037749
DiDi Food,MX,Mexico City,Roma Norte,Wealthy,Prioritized,Retail SST > SS CVR,0.9634834678698535,0.9384971782201809,0.985385777062481,0.9861270040145038,0.9729964512911071,0.9803757163574752,0.9027815611228474,0.9661622881454489,1.012460088374377
DiDi Food,MX,Mexico City,Roma Norte,Wealthy,Prioritized,Restaurants SST > SS CVR,0.7653314041072499,0.7069415606533115,0.8308081974018158,0.7387532782240578,0.6692224206503725,0.7471663965018145,0.706708592882531,0.7827933532057112,0.7081299767911554
DiDi Food,MX,Mexico City,Roma Norte,Wealthy,Prioritized,Delivery Fee (MXN),11.44744466728651,11.6989544606984,11.55130862838597,11.03618381698261,14.19662296935554,11.2284773290756,12.74786502954855,10.63071456101949,12.09647489817605
DiDi Food,MX,Mexico City,Roma Norte,Wealthy,Prioritized,Service Fee (%),0.09353932581347243,0.06462235967225147,0.08300765541199612,0.08388983175302435,0.06079458875098487,0.1140298485701787,0.1015091283463491,0.07954259905824244,0.08449959931472634
DiDi Food,MX,Mexico City,Roma Norte,Wealthy,Prioritized,Avg Delivery Time (mins),24.77658882893147,26.60454663121571,25.99085390151706,26.35694927391311,26.17120223064487,25.0654719936194,26.9200467348731,24.40396061004763,28.50699163949787
DiDi Food,MX,Mexico City,Roma Norte,Wealthy,Prioritized,Customer Satisfaction Score,4.222451176061308,4.300055739054448,4.252583563687125,4.166083232387866,4.095426517625291,4.229942526757207,4.199468733938023,4.249639517398621,4.223637375564045
DiDi Food,MX,Mexico City,Condesa,Wealthy,Prioritized,Retail SST > SS CVR,0.6754517645821763,0.7172323698213446,0.6598274399429865,0.7355890076079624,0.6897922776226426,0.7788504474802574,0.6512490154302916,0.6799525660759403,0.6181462839278952
DiDi Food,MX,Mexico City,Condesa,Wealthy,Prioritized,Restaurants SST > SS CVR,0.8683843416939285,0.8936315239581905,1.001962771501833,0.9812264120762751,0.9166654370549412,0.8967494274796496,0.9008508199071527,0.9255251522077604,0.8437096253113193
DiDi Food,MX,Mexico City,Condesa,Wealthy,Prioritized,Delivery Fee (MXN),9.957427009914777,8.755647478669413,9.799259992078731,9.739539456369258,7.002049379441015,7.964780161714537,7.304574046354638,10.86811801028025,8.760988982312783
DiDi Food,MX,Mexico City,Condesa,Wealthy,Prioritized,Service Fee (%),0.2029589080674989,0.1638897778093497,0.1850155225578995,0.1803887813764344,0.1358144806684811,0.196873130802684,0.1949441508911151,0.1548310697779754,0.1752583944769142
DiDi Food,MX,Mexico City,Condesa,Wealthy,Prioritized,Avg Delivery Time (mins),34.96409954885366,33.73351933565479,31.01551687356624,34.21565359019879,34.00303849719672,36.44130231339201,29.84764640901336,34.78689895135117,32.00536319743033
DiDi Food,MX,Mexico City,Condesa,Wealthy,Prioritized,Customer Satisfaction Score,4.344787563540963,4.183397081749318,4.428947908059261,4.26609510919022,4.34751561749448,4.30817317143349,4.360569312043721,4.320547418427434,4.184566006902552
DiDi Food,MX,Mexico City,Del Valle,Wealthy,Prioritized,Retail SST > SS CVR,0.6555390660866319,0.730185934284445,0.700947798740993,0.5989017713562427,0.626582213659749,0.6945348092423537,0.7108555387148949,0.7296266339599873,0.7292270524809106
DiDi Food,MX,Mexico City,Del Valle,Wealthy,Prioritized,Restaurants SST > SS CVR,0.8983589459626313,0.9543492491766187,0.9147745344263523,0.8898829691839915,0.8930175840207777,0.8992550135043234,0.9009739646495345,0.9392165536568756,0.9054323707653915
DiDi Food,MX,Mexico City,Del Valle,Wealthy,Prioritized,Delivery Fee (MXN),8.341206515252367,7.437167623489983,8.282128100839737,8.920512781637978,7.88335895181532,8.481414240553029,8.61146508164338,8.92465737984345,8.3385426467169
DiDi Food,MX,Mexico City,Del Valle,Wealthy,Prioritized,Service Fee (%),0.1532769296952811,0.1733270969535396,0.1287678102948215,0.1537232591926753,0.1107614843154144,0.1438150809591764,0.1104912915944519,0.1190842236440089,0.1698402299352607
DiDi Food,MX,Mexico City,Del Valle,Wealthy,Prioritized,Avg Delivery Time (mins),38.45727696366411,35.52852547715803,37.30106981640694,41.36965962191432,39.28877614577836,37.97808659845221,36.46500343233051,37.49784215930012,37.75797706789487
DiDi Food,MX,Mexico City,Del Valle,Wealthy,Prioritized,Customer Satisfaction Score,4.586133552113772,4.605083730824716,4.426910217348749,4.704553861851907,4.426576169319929,4.5714742551457,4.465783123619861,4.534796873962498,4.574086949652146
DiDi Food,MX,Mexico City,Santa Fe,Wealthy,Prioritized,Retail SST > SS CVR,0.9524067261236225,1.007135802628132,0.9635968745632929,0.9531542566523472,0.8511374554276064,0.8886906125316184,0.9877227315511302,0.9638742404356987,0.9714500388578833
DiDi Food,MX,Mexico City,Santa Fe,Wealthy,Prioritized,Restaurants SST > SS CVR,0.7495615040172114,0.7102888780548402,0.7240704800800437,0.709138066192273,0.7185706097855399,0.6629779030617065,0.6457891132767518,0.7975169105677151,0.6754435899905502
DiDi Food,MX,Mexico City,Santa Fe,Wealthy,Prioritized,Delivery Fee (MXN),11.10997014742811,12.35916122966695,11.36955189159799,12.06172325224079,12.83239100759617,11.96258134203914,13.75236208026061,14.19667533609372,10.41360148718821
DiDi Food,MX,Mexico City,Santa Fe,Wealthy,Prioritized,Service Fee (%),0.15267351835016,0.116345250659711,0.2121522164089973,0.1385419156219106,0.1334253900180447,0.1867847735973753,0.215128413083968,0.1940188213273929,0.1776115473582297
DiDi Food,MX,Mexico City,Santa Fe,Wealthy,Prioritized,Avg Delivery Time (mins),35.75434339831995,37.04388383372361,35.88192139875292,37.36586132720283,36.19234172050444,34.3590184081184,34.51856954179836,34.29117002373687,38.20151623819049
DiDi Food,MX,Mexico City,Santa Fe,Wealthy,Prioritized,Customer Satisfaction Score,4.369584360094294,4.523160681940435,4.274278960977886,4.33236620768317,4.525406140139025,4.333080281986372,4.4088657063405,4.486334231242658,4.33449457585384
DiDi Food,MX,Mexico City,Lomas de Chapultepec,Wealthy,Prioritized,Retail SST > SS CVR,0.6830504988893371,0.6018333097207277,0.5987429841977557,0.5438577714061223,0.660589909000832,0.5869619655073126,0.5617710110881049,0.5939035935303942,0.6143172405101439
DiDi Food,MX,Mexico City,Lomas de Chapultepec,Wealthy,Prioritized,Restaurants SST > SS CVR,0.8077666805054108,0.8032489135894508,0.8028354946333597,0.7657063256828278,0.7676608641956182,0.730675646483181,0.8882847472325126,0.7386127483036014,0.7661606501833702
DiDi Food,MX,Mexico City,Lomas de Chapultepec,Wealthy,Prioritized,Delivery Fee (MXN),18.16920780107203,16.80585803143682,19.185879229625,16.53811220166058,17.60578364463224,16.58428854601874,19.58900181206142,16.12848523883923,17.89066893017926
DiDi Food,MX,Mexico City,Lomas de Chapultepec,Wealthy,Prioritized,Service Fee (%),0.1515814994647669,0.1625739545767687,0.1636832937596543,0.167155937193905,0.1633396677217531,0.185557290090221,0.2104901677861499,0.1551298720541662,0.1388836481627413
DiDi Food,MX,Mexico City,Lomas de Chapultepec,Wealthy,Prioritized,Avg Delivery Time (mins),32.51829369183316,31.88535910888309,32.71861033248304,30.34491865307051,29.01828904729658,28.06331385336541,33.84229461064767,34.09762497669017,32.49489740171543
DiDi Food,MX,Mexico City,Lomas de Chapultepec,Wealthy,Prioritized,Customer Satisfaction Score,4.409294698636318,4.424796759506378,4.442351497594891,4.404541442210263,4.361233860535841,4.397781779098526,4.340315506928902,4.46611788043105,4.385712210499263
DiDi Food,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Retail SST > SS CVR,0.4027153667707879,0.4688749350380686,0.4853594274955101,0.4392334155975294,0.4569375985651626,0.539699079277402,0.3751761189530416,0.3721328767321022,0.4685561768349512
DiDi Food,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Restaurants SST > SS CVR,0.8626523969953613,0.7300746623317026,0.7625368012367377,0.7932416007457092,0.7691255246902436,0.7922630547419415,0.7192915754656547,0.7737932963214269,0.694639530274374
DiDi Food,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Delivery Fee (MXN),10.74358242114473,8.853337002889266,10.47412687040454,7.945573906034229,8.626208294443837,7.75297336954572,9.233114151733995,9.940195575477219,9.235304483366823
DiDi Food,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Service Fee (%),0.166899569999679,0.1461995511300766,0.136176239516226,0.1450293868959216,0.1393091720726651,0.1565207423340478,0.1614926151361677,0.126638779590117,0.1157339097291204
DiDi Food,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Avg Delivery Time (mins),21.92722774368963,23.16903317899013,20.05665753659831,18.55081633987327,26.06434126169035,19.48994889397191,23.42550238126788,21.81538868977412,22.25546621688953
DiDi Food,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Customer Satisfaction Score,4.680984915612486,4.689322902050833,4.671251000876961,4.773047614494853,4.652112511777211,4.707879197603266,4.713309746815677,4.614330920831771,4.780344201149728
DiDi Food,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Retail SST > SS CVR,0.3810640010935228,0.422808838689348,0.3886308457078113,0.5061130673050619,0.4429864323053264,0.4489845032776477,0.4292023151581251,0.4503385876281965,0.5637035233185103
DiDi Food,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Restaurants SST > SS CVR,0.7673978862318731,0.7829225314436667,0.7168130888339898,0.7291492172977291,0.7671436652337643,0.7519292903435335,0.7730563353022254,0.7852373966963531,0.8088895381693342
DiDi Food,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Delivery Fee (MXN),17.78745702634442,18.9433364126462,16.70159472864592,19.88313524797214,19.8731653522788,18.79658404000497,20.12997864552176,18.30736731271712,18.62334890790364
DiDi Food,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Service Fee (%),0.0944787719987181,0.08186610529246265,0.1159494854480659,0.08910831185510905,0.07939324328870602,0.07386690944024801,0.08008556898130424,0.07837142634024223,0.08954328715857657
DiDi Food,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Avg Delivery Time (mins),27.11984531022688,32.01331306151413,31.18749653318661,34.76580670059114,28.10049688299928,29.77052158833174,29.93142760128418,32.16718143956006,29.17422677473058
DiDi Food,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Customer Satisfaction Score,4.214199616605556,4.38545007484362,4.407219318053406,4.273652761950469,4.072199572808651,4.276679357197893,4.370484202563396,4.183412645145729,4.349639794001057
DiDi Food,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Retail SST > SS CVR,0.356355075669837,0.4045134374641655,0.35,0.5090883181527492,0.35,0.404055961689119,0.4644712734127899,0.3629151203844218,0.35
DiDi Food,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Restaurants SST > SS CVR,0.5749908512787841,0.6707966556596981,0.5867719554274243,0.5637845023520218,0.6492333736548215,0.5669573622981745,0.6885386249623645,0.6311344328519811,0.5728425688777325
DiDi Food,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Delivery Fee (MXN),8.372773528538804,9.382465790534395,9.871684192553058,9.675595321455246,8.737659854440565,9.260615441052048,7.820622752778715,8.629511380023146,7.269826048260093
DiDi Food,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Service Fee (%),0.154997084809886,0.194011121822681,0.1564740834938033,0.1464369458459064,0.1574369829894467,0.1268008510815546,0.1343110961019355,0.1777516550310371,0.1406054912927207
DiDi Food,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Avg Delivery Time (mins),32.32459290620701,32.35530524610853,33.79249927362187,31.81170686792192,31.66398718018435,34.98659739738102,34.44167442297552,35.84972999404449,30.7222341966773
